IndicatorCategoryCode,IndicatorCategory,IndicatorCode,Indicator,ReportingEconomyCode,ReportingEconomy,PartnerEconomyCode,PartnerEconomy,ProductOrSectorClassificationCode,ProductOrSectorClassification,ProductOrSectorCode,ProductOrSector,PeriodCode,Period,FrequencyCode,Frequency,UnitCode,Unit,Year,ValueFlagCode,ValueFlag,TextValue,Value
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2022,,,,145194.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2022,,,,465053.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2022,,,,44543.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2010,,,,100133.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2010,,,,193401.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2010,,,,37711.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2006,,,,32719.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2014,B,Break in series,,432883.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,114240.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2014,,,,52922.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2006,,,,100838.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2006,,,,73843.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,51787.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,104976.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2015,,,,436383.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2011,,,,41895.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,104550.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,453547.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2016,,,,51815.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,53975.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,467658.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2017,,,,111908.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2007,,,,130130.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2007,,,,83711.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2007,,,,34818.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,281300.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,114025.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2023,,,,159059.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2023,,,,551995.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2023,,,,63999.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2012,,,,52920.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),156,China,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2024,,,,610565.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),124,Canada,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2024,,,,168194.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),158,Chinese Taipei,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2024,,,,71159.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),484,Mexico,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2010,,,,32801.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),410,"Korea, Republic of",000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2008,,,,97356.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),484,Mexico,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2008,,,,33606.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),276,Germany,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2009,,,,250663.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),484,Mexico,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2009,,,,30738.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),410,"Korea, Republic of",000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2009,,,,81879.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),392,Japan,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2009,,,,155701.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),392,Japan,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2008,,,,178987.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),276,Germany,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2008,,,,287789.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),276,Germany,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2018,,,,380270.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),410,"Korea, Republic of",000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2018,,,,133047.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),356,India,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2018,,,,176059.0
ITS_CS,Trade in commercial services,ITS_CS_QAM,Commercial services imports by main sector  preliminary annual estimates based on quarterly statistics (2005-2025),484,Mexico,000,World,BOP6,Services - Extended Balance of Payments Classification (EBOPS 2010),S,Memo item: Total services,A,Annual,A,Annual,USM,Million US dollar,2018,,,,54064.0
