IndicatorCategoryCode,IndicatorCategory,IndicatorCode,Indicator,ReportingEconomyCode,ReportingEconomy,PartnerEconomyCode,PartnerEconomy,ProductOrSectorClassificationCode,ProductOrSectorClassification,ProductOrSectorCode,ProductOrSector,PeriodCode,Period,FrequencyCode,Frequency,UnitCode,Unit,Year,ValueFlagCode,ValueFlag,TextValue,Value
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,158,Chinese Taipei,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2023,,,,432337.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,124,Canada,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2021,,,,509441.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,156,China,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2021,,,,3316022.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,158,Chinese Taipei,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2021,,,,447693.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2017,,,,1448191.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2011,,,,1473985.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2018,,,,1560539.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2010,,,,1258924.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2008,,,,1446171.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2009,,,,1120041.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2019,,,,1489412.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2013,,,,1445067.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2014,,,,1494214.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2007,,,,1321214.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2015,,,,1326206.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2016,,,,1334355.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2006,,,,1108107.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2012,,,,1401113.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2022,,,,1676472.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2024,,,,1676408.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2020,,,,1382533.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2023,,,,1702278.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,276,Germany,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2021,,,,1627375.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2006,,,,121808.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2017,,,,299241.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2015,,,,267951.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2011,,,,302905.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2018,,,,324778.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2008,,,,194828.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2009,,,,164909.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2019,,,,324340.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2012,,,,296828.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2010,,,,226351.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2013,,,,314848.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2014,,,,322694.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2016,,,,264542.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2007,,,,150159.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2020,,,,276410.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2022,,,,453415.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2021,,,,395426.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2024,,,,442886.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,356,India,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2023,,,,431559.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,392,Japan,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2015,,,,624921.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,410,"Korea, Republic of",000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2017,,,,573694.0
ITS_MTV,Merchandise trade values,ITS_MTV_AX,Merchandise exports by product group  annual,392,Japan,000,World,SITC3,Merchandise - SITC Revision 3 (aggregates),TO,Total merchandise,A,Annual,A,Annual,USM,Million US dollar,2017,,,,698329.0
